Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,DES_CLAV,RANGO_MA,MUESTRA,ESTADO,LONG_,LAT,TIPO_ROCA,ROCA,METODO,MINERAL,EDAD_MA,ERROR,TIPO_EDAD,HEREDADOS,REFERENCIA,UNIDAD,LOC_TIPO,OBSERVA,PDF,CARTA50,CARTA250,TABLACRONO
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,S 1,Jalisco,-102.200376,20.670587,Volcánica,Basalto,K-Ar,Roca total,"12",2,,,"Verma et al., 1985",,E de Arandas,Metodo estimado,,JESUS  MARIA F13-D69,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Devónico Superior,358.9 - 382.7,Ix 190,Puebla,-98.649174,17.980003,Metamórfica,Metapsamita,U-Pb,Circones detríticos,"362",39,Edad máxima de depósito,"458, 560, 909, 1250",Ramos-Arias y Keppie 2011,Unidad Zumpango,,,,XOCHIHUEHUETLAN E14-D12,CHILPANCINGO E14-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Mesoproterozoico,1000 - 1600,LU25,Durango,-103.84938,26.7384597,Plutónica,Granito,U-Pb,Zircón,"1217",2,Edad de cristalización,,"López et al., 2001",Fm. Las Delicias,Las Uvas,"Clastos analizados del conglomerado de la Fm. Las Delicias, coordenadas estimadas",,"CARRILO G13-B54, LA FLOR G13-B64",TLAHUALILO DE ZARAGOZA G13-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,C91,Jalisco,-103.417067,20.083946,Volcánica,Andesita Hb,K-Ar,Roca total,"4.56",0.07,,,"Allan, 1986",Faja Volcánica Trans-Mexicana,E de Atemajac,Flujo de lava sobre granodiorita,,ZACOALCO DE TORRES F13-D85,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,05DEL03,Nuevo León,-100.810559,25.97257,Sedimentaria,Arenisca,U-Pb,Circones detríticos,"65.5",0,Edad de máximo depósito,"1769, 163, 87, 71, 62","Lawton et al., 2009",Fm. Potrerillos (Miembro de la arenisca Delgado),,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,PAREDON G14-C14,MONTERREY G14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,995ND7B,Jalisco,-103.338509,20.772862,Volcánica,Ignimbrita,K-Ar,Andesina,"5.32",0.08,,,"Gilbert et al., 1985",,San Gaspar,,,SAN FRANCISCO TESITAN F13-D55,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Mesoproterozoico,1000 - 1600,MLP1,Puebla,-98.283619,18.524447,Sedimentaria,Arcosa,U-Pb,Circones detríticos,"1027",24,Edad máxima de depósito,,"Keppie et al., 2010",Unidad Mal Paso,,,,COATZINGO E14-B63,CUERNAVACA E14-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,M38,Sonora,-110.819473,28.035205,Volcánica,Riolita,K-Ar,Plagioclasa,"12.2",4.3,Edad de enfriamiento,,"Mora-Álvarez y McDowell, 2000",Unidad La Ventana,Sierra Santa Úrsula,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,JOSE MA. MORELOS Y PAVON H12-D81,SIERRA LIBRE H12-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,ND,Jalisco,-103.564286,20.72398,Volcánica,Lavas del Arco Sureste: Vidrio,K-Ar,ND,"26.8",0,,,"Nichols, 1970",Faja Volcánica Trans-Mexicana,La Primavera,Coordenadas estimadas.,,GUADALAJARA OESTE F13-D65,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SLP00-09,San Luis Potosí,-101.894861,23.060472,Volcánica,Domo de lava,K-Ar,Feldespato K,"31.2",0.5,Edad de enfriamiento,,"Aguillón-Robles et al., 2009",Complejo Aguas Muertas,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,LA HERRADURA F14-A41,MATEHUALA F14-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Devónico Inferior,393.3 - 419.2,ACA-55.,Puebla,-98.2427327,18.5768083,Metamórfica,Cuarcita,U-Pb,Zircones detríticos,"410",0,Edad máxima de depósito,"2197, 2087, 1573, 975, 568","Talavera-Mendoza et al., 2005",Fm. Cosoltepec,,,,COATZINGO E14-B63,CUERNAVACA E14-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,NR,Sonora,-110.357639,28.472556,Volcánica,Latita,K-Ar,Plagioclasa,"10.4",0.2,Edad de enfriamiento,,"Morales et al., 1990",Fm. Lista Blanca,Sierra Lista Blanca,Coordenadas estimadas,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,LA MISA H12-D72,SIERRA LIBRE H12-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,SO-74,Sonora,-110.133904,28.304392,Plutónica,Cuarzodiorita,K-Ar,Biotita,"64.9",1.7,Edad de enfriamiento,,"Roldán-Quintana et al., 2009",Batolito Laramide de Sonora,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,AGUA FRIA H12-D73,SIERRA LIBRE H12-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,Pab 08-01,Jalisco,-101.786867,21.351975,Plutónica,Granito,Ar-Ar,Biotita,"52.1",0.15,Edad de enfriamiento,,Botero-Santa (2011),,,Coordenadas estimadas,,LAGOS DE MORENO F14-C31,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Jurásico Inferior-Toarciano,174.1 - 182.7,RC-3,San Luis Potosí,-100.89996,23.72424,Plutónica,Pórfido riolítico,U-Pb,Circón,"174.7",1.3,Edad de cristalización,,"Barboza-Gudiño et al., 2004",Fm. Nazas,Sierra de Catorce,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,REAL DE CATORCE F14-A24,MATEHUALA F14-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,MAR,San Luis Potosí,-100.8283,23.5143,Plutónica,Granodiorita,U-Pb,Circón,"40.8",0.3,Edad de cristalización,228.0  2.0,"Mascuñano et al., 2013",Intrusivo La Maroma,La Maroma,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,REAL DE CATORCE F14-A24,MATEHUALA F14-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,MX-51,San Luis Potosí,-100.750234,23.700354,Plutónica,Granodiorita,Ar-Ar,Biotita,"35.7",1,Edad de enfriamiento,,"Tuta et al., 1988",,Sierra de Catorce,Coordenadas estimadas,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,REAL DE CATORCE F14-A24,MATEHUALA F14-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,HU-432,Puebla,-98.425833,18.345833,Plutónica,Granodiorita,U-Pb,Zircón,"32.46",0.59,Edad de cristalización,,"González-Torres et al., 2013",Intrusivo Chiahutla,,,,CHIAUTLA E14-B72,CUERNAVACA E14-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,JR04-35A,Sonora,-110.665469,28.615629,Volcánica,Lava vítrea,Ar-Ar,Sanidina,"12.1",0.1,Edad de cristalización,,"Vidal-Solano et al., 2007",,Cerro Sarpullido,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN JOSE DE PIMAS H12-D62,SIERRA LIBRE H12-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,SO-63,Sonora,-110.242241,28.403832,Plutónica,Granodiorita,K-Ar,Biotita,"44.7",0.7,Edad de enfriamiento,,"Roldán-Quintana et al., 2009",Batolito Laramide de Sonora,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,AGUA FRIA H12-D73,SIERRA LIBRE H12-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,"166",Jalisco,-104.49759,20.319265,,Leucita Phl,K-Ar,Flogopíta,"2.78",0.16,,,"Wallace y Carmichael., 1989",Frente W de la Faja Volcánica Trans-Mexicana,Atenguillo,,,ATENQUILLO F13-D72,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,"241",Jalisco,-104.38992,20.251436,,Leucita Phl,Ar-Ar,Flogopíta,"3.16",0.06,,,"Wallace y Carmichael., 1989",Frente W de la Faja Volcánica Trans-Mexicana,Atenguillo,,,ATENQUILLO F13-D72,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Campaniano,72.1 - 83.6,"1163",Jalisco,-105.391843,20.358682,Plutónica,Pórfido hipabisal,K-Ar,Hornblenda,"80.6",2.1,Edad de enfriamiento,,"Gastil et al., 1976",,,,,CHACALA F13-C78,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SLP 01-12,San Luis Potosí,-101.317951,22.373969,Volcánica,Riolita,K-Ar,Roca total,"29.1",0.7,Edad de emplazamiento,,"Tristán-González et al., 2009",Complejo Volcánico Pinos,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,AHUALULCO F14-A73,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,"3231",Jalisco,-103.467447,20.65325,Volcánica,Riolita,K-Ar,Roca total,"31.9",6.6,,,"Mahood y Drake, 1982",Caldera La Primavera,,Coordenadas estimadas.,,GUADALAJARA OESTE F13-D65,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,3-20-4,Sonora,-108.733875,28.366895,Volcánica,Toba,K-Ar,Plagioclasa,"23.1",2.6,Edad de enfriamiento,,"Bockoven, 1980",,Yécora-Ocampo,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,YECORA H12-D77,TECORIPA H12-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,UAKA-81-02,Sonora,-109.601673,28.601049,Plutónica,Microdiorita,K-Ar,Matriz,"57.4",1.4,Edad de enfriamiento,,"Damon et al., 1983a",Batolito Laramide de Sonora,San Antonio de la Huerta,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,TONICHI H12-D65,TECORIPA H12-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,KI-03-03,Sonora,-111.997594,28.912421,Plutónica,Granito,FT,Apatito,"9",1,Edad de cristalización,,"Ramos-Velázquez, 2011",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,BAHIA KINO H12-C57,SIERRA LIBRE H12-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SLP 01-21,San Luis Potosí,-101.171012,22.508414,Volcánica,Dacita,K-Ar,Roca total,"31.6",0.8,Edad de emplazamiento,,"Tristán-González et al., 2009",Complejo Volcánico Ahualulco,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,MOCTEZUMA F14-A63,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,"3032",Jalisco,-103.533644,20.630129,Volcánica,Riolita,K-Ar,Sanidino,"96.8",7.6,,,"Mahood y Drake, 1982",Caldera La Primavera,,Coordenadas estimadas.,,GUADALAJARA OESTE F13-D65,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Campaniano,72.1 - 83.6,MS 14,Jalisco,-105.401944,20.381389,Plutónica,Cuarzomonzodiorita,Rb-Sr,Biotita-Roca total,"77.7",2,Formación de la roca,,"Schaaf 1990 (en Schaaf et al., 1995)",Batolito Puerto Vallarta,Puerto Vallarta,,,CHACALA F13-C78,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Campaniano,72.1 - 83.6,LV-237,Jalisco,-104.4117,20.443,Volcánica,Ignimbrita,Ar-Ar,Biotita,"80.7",0.4,Formación de la roca,,"Wallance y Carmichael, 1989 (en Cerca-Martínez, 2004)",Indefinido,,,,ATENQUILLO F13-D72,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,BC 99-122,Baja California Sur,-113.53461,27.13419,Volcánica,Adakita,K-Ar,Feldespato K,"10.1",0.6,Edad de enfriamiento,,"Aguillón-Robles et al., 2001",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,MESA PIEDRA RODADA G12-A42,SANTA ROSALIA G12-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Jurásico Inferior-Sinemuriano,190.8 - 199.3,UAKA-80-02,Oaxaca,-95.256667,17.263333,Plutónica,Pórfido cuarzo-monzonítico,K-Ar,Biotita,"191",4,Edad de enfriamiento,,"Damon et al., 1981",,,,,JESUS CARRANZA E15-C33,MINATITLAN E15-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,PV-4,Jalisco,-104.3536,20.5053,Volcánica,Basalto (riolita-dacita),Ar-Ar,Roca total,"53.64",1.79,Edad de enfriamiento,,"Ortega-Rivera (Inédita en Cerca, 2004)",,,,,GUACHINANGO F13-D62,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,CH6,Chihuahua,-108.020925,28.0623639,Volcánica,Ignimbrita,K-Ar,Sanidino,"34.1",0.9,Edad de enfriamiento,,"Bryan et al., 2008",,,Coordenadas estimadas,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaChihuahua.pdf,SAN ISIDRO HUAJUMOR H12-D89,TECORIPA H12-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Turoniano,89.8 - 93.9,"969",Baja California,-116.334061,32.500042,Plutónica,Cuarzodiorita,K-Ar,Biotita,"91.2",2.3,Edad de enfriamiento,,"Gastil et al., 1976",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,LA RUMOROSA I11-D63,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,BCI-911,Baja California,-116.597954,32.250049,Plutónica,Granodiorita,K-Ar,Hornblenda,"94.2",3,Edad de enfriamiento,,"Krummenacher et al., 1975",Cinturón Batolítico Peninsular,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,FRANCISCO ZARCO I11-D82,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,"601",Baja California,-116.527119,32.283104,Plutónica,Tonalita,K-Ar,Biotita,"99.2",3.1,Edad de enfriamiento,,"Gastil et al., 1975",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,VALLE LAS PALMAS I11-D72,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,"600",Baja California,-116.527119,32.283104,Plutónica,Tonalita,K-Ar,Hornblenda,"96.4",3,Edad de enfriamiento,,"Gastil et al., 1975",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,VALLE LAS PALMAS I11-D72,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,B9H-1,Baja California,-116.527119,32.283104,Plutónica,Tonalita,K-Ar,Actinolita,"96.1",2.3,Edad de enfriamiento,,"Krummenacher et al., 1975",Cinturón Batolítico Peninsular,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,VALLE LAS PALMAS I11-D72,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Santoniano,83.6 - 86.3,"895",Baja California,-116.131276,32.046447,Plutónica,Pegmatita Pl-Qtz,K-Ar,Plagioclasa,"84.9",2.6,Edad de enfriamiento,,"Gastil et al., 1976",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN JUAN DE DIOS I11-D83,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,"894",Baja California,-116.14072,32.046725,Plutónica,Granodiorita,K-Ar,Hornblenda,"95.3",2.4,Edad de enfriamiento,,"Gastil et al., 1976",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN JUAN DE DIOS I11-D83,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,D,Nayarit,-104.430426,21.810527,Plutónica,Cuarzomonzonita,K-Ar,ND,"18.3",1.4,Edad de enfriamiento,,"CFE 1985 en Ferrari et al., 2000",,"El Sordo, Aguamilpa Dam",,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,HUAYNAMOTA F13-D12,TEPIC F13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,*I,Nayarit,-104.770433,21.860524,Plutónica,Dique monzonítico,K-Ar,Roca total,"11.5",0.5,Edad de enfriamiento,,"Soto y Ortega, 1982",,Aguamilpa,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,VENADO F13-D11,TEPIC F13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Santoniano,83.6 - 86.3,BIB-7,Baja California,-116.131276,32.046447,Plutónica,Pegmatita,K-Ar,Plagioclasa,"84.9",2.6,Edad de enfriamiento,,"Krummenacher et al., 1975",Cinturón Batolítico Peninsular,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN JUAN DE DIOS I11-D83,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,*J,Nayarit,-105.010437,21.670532,Volcánica,Basalto,K-Ar,Roca total,"11.2",0.8,Edad de enfriamiento,,"Soto y Ortega, 1982",,Mirador El Aguila,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,SAN BLAS F13-C29,TEPIC F13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,*K,Nayarit,-104.790433,21.590536,Volcánica,Basalto,K-Ar,Roca total,"8.7",0.7,Edad de enfriamiento,,"Soto y Ortega, 1982",,Cerro San Isidro,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,TEPIC F13-D21,TEPIC F13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,79-19,Nayarit,-104.93377,21.950519,Plutónica,Dique andesítico-basáltico,K-Ar,Roca total,"11.92",0.26,Edad de enfriamiento,,"Clark et al., 1979",,El Zopilote,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,VENADO F13-D11,TEPIC F13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,79-20,Nayarit,-104.93377,21.950519,Volcánica,Toba dacítica,K-Ar,Plagioclasa,"13.21",0.35,Edad de enfriamiento,,"Clark et al., 1979",,El Zopilote,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,VENADO F13-D11,TEPIC F13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Inferior-Albiano,100.5 - 113,BIA-10,Baja California,-116.512395,32.120609,Plutónica,Granodiorita,K-Ar,Hornblenda,"104.9",1.2,Edad de enfriamiento,,"Krummenacher et al., 1975",Cinturón Batolítico Peninsular,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,FRANCISCO ZARCO I11-D82,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,"843",Baja California,-116.21989,32.190609,Plutónica,Cuarzodiorita,K-Ar,Hornblenda,"99.3",2.5,Edad de enfriamiento,,"Gastil et al., 1976",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN JUAN DE DIOS I11-D83,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,BIF-16,Baja California,-116.21989,32.190609,Plutónica,Cuarzodiorita,K-Ar,Biotita,"95.9",0.8,Edad de enfriamiento,,"Krummenacher et al., 1975",Cinturón Batolítico Peninsular,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN JUAN DE DIOS I11-D83,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,BIF-16,Baja California,-116.21989,32.190609,Plutónica,Cuarzodiorita,K-Ar,Hornblenda,"99.3",0.9,Edad de enfriamiento,,"Krummenacher et al., 1975",Cinturón Batolítico Peninsular,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN JUAN DE DIOS I11-D83,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,CB2 N1,Nayarit,-104.72043,21.080561,Metamórfica,Meta-andesita,K-Ar,Plagioclasa,"51.5",0.6,Edad de enfriamiento,,"Ferrari et al., 2000",,Pozo San Pedro,"Muestra del pozo San Pedro, 1020 m.",https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,COMPOSTELA F13-D41,TEPIC F13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
